planet_name,mass,radius,orbital_period_x,discovered_year,detection_type,star_name,star_distance,star_mass,star_radius,star_age,pl_hostname,pl_letter,orbital_period_y,eccentricity,planet_jup_mass,pl_dens,planet_earth_mass,observatory_name,telescope_name,moons_n,galactic_longitude,galactic_latitude,stellar_gravity
CoRoT-7 c,0.042660000000000003,,3.698,2009.0,Radial Velocity,CoRoT-7,150.0,0.93,0.87,1.5,CoRoT-7,c,3.698,0.0,0.026430000000000002,,8.4,CoRoT,0.27 m CoRoT Telescope,0.0,213.01046000000002,-2.178513,4.5
CoRoT-8 b,0.2158,0.5692,6.21229,2010.0,Primary Transit,CoRoT-8,380.0,0.88,0.77,3.0,CoRoT-8,b,6.21229,0.0,0.22,1.6,69.92,CoRoT,0.27 m CoRoT Telescope,0.0,38.212920000000004,-7.104052,4.58
CoRoT-9 b,0.84,0.94,95.273804,2010.0,Primary Transit,CoRoT-9,460.0,0.99,0.94,4.0,CoRoT-9,b,95.27265600000001,0.133,0.84,0.86,266.9772,CoRoT,0.27 m CoRoT Telescope,0.0,37.523410999999996,4.66224,4.54
Corot-20 c,,,1675.0,2018.0,Radial Velocity,CoRoT-20,1230.0,1.14,0.92,0.1,,,,,,,,,,,,,
DE CVn b,,,4098.1,2018.0,TTV,DE CVn,,,,,DE CVn,b,4098.1,0.0,12.0293,,3823.2733,Multiple Facilities,Multiple Telescopes,0.0,104.286126,70.277059,
DE0823-49 b,31.5,,247.75,2013.0,Imaging,DE0823-49,20.69,0.045,,0.1,,,,,,,,,,,,,
DH Tau b,11.0,,,2005.0,Imaging,DH Tau,,0.37,,0.001,DH Tau,b,,,11.0,,3496.0,Subaru Telescope,8.2 m Subaru Telescope,0.0,171.899507,-14.938721,
DP Leo (AB) b,6.05,,10230.0,2009.0,Timing,DP Leo (AB),,0.69,,,,,,,,,,,,,,,
DS Tuc A b,0.08800000000000001,0.5085,8.138268,2019.0,Primary Transit,DS Tuc A,44.12,0.9590000000000001,0.872,0.04,DS Tuc A,b,8.138268,0.0,,,,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.0,312.101981,-46.633602,
DW Lyn b,,,1450.0,2013.0,Timing,DW Lyn,,,,,,,,,,,,,,,,,
DW Uma b,,,4967.0,2016.0,Radial Velocity,DW Uma,,,,,,,,,,,,,,,,,
EPIC  211945201 b,0.085,0.546,19.49213,2018.0,Primary Transit,EPIC  211945201,182.6,1.18,1.38,3.99,,,,,,,,,,,,,
EPIC 201128338 b,,0.251,32.6527,2017.0,Primary Transit,EPIC 201128338,112.0,0.654,0.631,,,,,,,,,,,,,,
EPIC 201295312 b,0.0379,0.245,5.65639,2016.0,Primary Transit,EPIC 201295312,,1.13,1.52,,,,,,,,,,,,,,
EPIC 201598502 b,,0.17800000000000002,7.51554,2017.0,Primary Transit,EPIC 201598502,126.0,0.512,0.495,,,,,,,,,,,,,,
EPIC 203826436 b,,0.14400000000000002,4.44117,2015.0,Primary Transit,EPIC 203826436,,0.9,0.85,,,,,,,,,,,,,,
EPIC 203826436 c,,0.245,6.4290400000000005,2015.0,Primary Transit,EPIC 203826436,,0.9,0.85,,,,,,,,,,,,,,
EPIC 203826436 d,,0.244,14.09189,2015.0,Primary Transit,EPIC 203826436,,0.9,0.85,,,,,,,,,,,,,,
EPIC 205084841 b,0.3883,1.561,11.310099000000001,2016.0,Primary Transit,EPIC 205084841,860.4,1.168,1.3130000000000002,,,,,,,,,,,,,,
EPIC 206011691 b,,0.142,9.32414,2015.0,Primary Transit,EPIC 206011691,65.0,0.64,0.6,,,,,,,,,,,,,,
EPIC 206011691 c,,0.171,15.5012,2015.0,Primary Transit,EPIC 206011691,65.0,0.64,0.6,,,,,,,,,,,,,,
EPIC 206061524 b,,0.978,5.8797,2016.0,Primary Transit,EPIC 206061524,284.84,,,,,,,,,,,,,,,,
EPIC 210894022 b,0.027000000000000003,0.17,5.35117,2017.0,Radial Velocity,EPIC 210894022,210.0,0.89,1.23,10.77,,,,,,,,,,,,,
EPIC 211331236 b,,0.18100000000000002,1.291563,2017.0,Primary Transit,EPIC 211331236,100.0,0.532,0.513,,,,,,,,,,,,,,
EPIC 211331236 c,,0.17300000000000001,5.44425,2017.0,Primary Transit,EPIC 211331236,100.0,0.532,0.513,,,,,,,,,,,,,,
EPIC 211391664 b,0.10099999999999999,0.38,10.13675,2016.0,Primary Transit,EPIC 211391664,435.0,1.074,1.311,5.2,,,,,,,,,,,,,
EPIC 211418729 b,1.85,0.9420000000000001,11.39109,2017.0,Primary Transit,EPIC 211418729,481.0,0.8320000000000001,0.828,9.9,,,,,,,,,,,,,
EPIC 211442297 b,0.84,1.115,20.273034,2017.0,Primary Transit,EPIC 211442297,417.0,0.831,0.8809999999999999,10.7,,,,,,,,,,,,,
EPIC 211822797 b,,0.2,21.169619,2016.0,Primary Transit,EPIC 211822797,,0.61,0.59,0.8,EPIC 211822797,b,21.169860999999997,0.06,,,,K2,0.95 m Kepler Telescope,0.0,208.283082,32.037612,
EPIC 211913977 b,,0.18,14.677285999999999,2016.0,Primary Transit,EPIC 211913977,,0.8,0.73,0.8,,,,,,,,,,,,,
EPIC 211939692.01,,0.23199999999999998,26.8549,2019.0,Primary Transit,EPIC 211939692,,1.22,1.29,,,,,,,,,,,,,,
EPIC 211939692.02,,0.23199999999999998,39.553000000000004,2019.0,Primary Transit,EPIC 211939692,,1.22,1.29,,,,,,,,,,,,,,
EPIC 211969807 b,,0.17,1.9741900000000001,2016.0,Primary Transit,EPIC 211969807,,0.51,0.48,0.8,,,,,,,,,,,,,
EPIC 211970147 b,,0.12,9.915614999999999,2016.0,Primary Transit,EPIC 211970147,,0.77,0.71,0.8,,,,,,,,,,,,,
EPIC 212006344 b,,0.109,2.219315,2017.0,Primary Transit,EPIC 212006344,74.0,0.644,0.612,,,,,,,,,,,,,,
EPIC 212036875 b,51.0,0.83,5.169919999999999,2019.0,Primary Transit,EPIC 212036875,,1.1241,1.4,4.6,,,,,,,,,,,,,
EPIC 212069861 b,,0.237,30.9542,2017.0,Primary Transit,EPIC 212069861,156.0,0.615,0.5920000000000001,,,,,,,,,,,,,,
EPIC 212737443 b,0.02907,0.23071,13.603,2019.0,Primary Transit,EPIC 212737443,347.5,0.69,0.6729999999999999,,EPIC 212737443,b,13.603,0.2,,,,K2,0.95 m Kepler Telescope,0.0,322.271049,53.838343,4.62
EPIC 212737443 c,0.0303,0.24,65.55,2019.0,Primary Transit,EPIC 212737443,347.5,0.69,0.6729999999999999,,EPIC 212737443,c,65.55,0.2,,,,K2,0.95 m Kepler Telescope,0.0,322.271049,53.838343,4.62
EPIC 213715787 b,,0.12300000000000001,0.961917,2017.0,Primary Transit,EPIC 213715787,88.0,0.583,0.5539999999999999,,,,,,,,,,,,,,
EPIC 219388192 b,36.0,0.846,5.292569,2016.0,Primary Transit,EPIC 219388192,300.0,0.99,1.01,3.9,,,,,,,,,,,,,
EPIC 220194974 b,,0.11900000000000001,4.38395,2017.0,Primary Transit,EPIC 220194974,121.0,0.65,0.632,,,,,,,,,,,,,,
EPIC 220194974 c,,0.154,6.9226,2017.0,Primary Transit,EPIC 220194974,121.0,0.65,0.632,,,,,,,,,,,,,,
EPIC 220194974 d,,0.146,9.7579,2017.0,Primary Transit,EPIC 220194974,121.0,0.65,0.632,,,,,,,,,,,,,,
EPIC 220501947 b,0.336,0.9470000000000001,4.024866,2018.0,Primary Transit,EPIC 220501947,234.0,,0.71,,,,,,,,,,,,,,
EPIC 220504338 b,1.28,0.91,5.817712,2016.0,Primary Transit,EPIC 220504338,553.4,1.0070000000000001,1.047,5.9,,,,,,,,,,,,,
EPIC 220522664 b,,0.146,11.332,2017.0,Primary Transit,EPIC 220522664,118.0,0.595,0.568,,,,,,,,,,,,,,
EPIC 220598331 b,,0.17800000000000002,10.59357,2017.0,Primary Transit,EPIC 220598331,110.0,0.457,0.436,,,,,,,,,,,,,,
EPIC 220621087 b,,0.12,3.8355919999999997,2017.0,Primary Transit,EPIC 220621087,62.7,0.44,0.429,,,,,,,,,,,,,,
EPIC 228754001 b,0.495,1.089,9.1708,2017.0,Primary Transit,EPIC 228754001,,1.19,4.11,5.5,,,,,,,,,,,,,
EPIC 228934525 b,,0.19899999999999998,3.67635,2017.0,Primary Transit,EPIC 228934525,133.0,0.672,0.649,,,,,,,,,,,,,,
EPIC 228934525 c,,0.187,7.95478,2017.0,Primary Transit,EPIC 228934525,133.0,0.672,0.649,,,,,,,,,,,,,,
EPIC 246851721 b,5.74,1.004,6.180242,2018.0,Primary Transit,EPIC 246851721,376.0,1.324,1.624,3.09,EPIC 246851721,b,6.180235,,3.0,3.1,953.49,K2,0.95 m Kepler Telescope,0.0,186.975281,-12.640845,4.16
EPIC 247267267 b,,0.2471,4.79507,2018.0,Primary Transit,EPIC 247267267,107.6,0.63,0.607,0.12,,,,,,,,,,,,,
EPIC 248435473 b,,0.259,0.658525,2018.0,Radial Velocity,EPIC 248435473,69.6,0.67,0.649,8.4,,,,,,,,,,,,,
EPIC 248435473 c,,0.05683,7.814,2018.0,Radial Velocity,EPIC 248435473,69.6,0.67,0.649,8.4,,,,,,,,,,,,,
EPIC 248435473 d,,0.23588,14.69699,2018.0,Radial Velocity,EPIC 248435473,69.6,0.67,0.649,8.4,,,,,,,,,,,,,
EPIC 248435473 e,,0.21821999999999997,19.482,2018.0,Radial Velocity,EPIC 248435473,69.6,0.67,0.649,8.4,,,,,,,,,,,,,
EPIC 248545986 b,0.0044,0.098,5.24,2018.0,Primary Transit,EPIC 248545986,49.0,0.4,0.36,,,,,,,,,,,,,,
EPIC 248545986 c,0.0028,0.08900000000000001,7.775,2018.0,Primary Transit,EPIC 248545986,49.0,0.4,0.36,,,,,,,,,,,,,,
EPIC 248545986 d,0.0041,0.098,10.115,2018.0,Primary Transit,EPIC 248545986,49.0,0.4,0.36,,,,,,,,,,,,,,
EPIC 249631677 b,,0.0848,3.1443189,2020.0,Primary Transit,EPIC 249631677,56.8,0.174,0.196,1.0,,,,,,,,,,,,,
EPIC 249801827 b,0.0157,0.17800000000000002,6.034,2018.0,Primary Transit,EPIC 249801827,70.0,0.58,0.54,,,,,,,,,,,,,,
EPIC 249801827 c,0.0145,0.161,20.523000000000003,2018.0,Primary Transit,EPIC 249801827,70.0,0.58,0.54,,,,,,,,,,,,,,
EPIC 249889081 b,0.0214,0.187,27.359,2018.0,Primary Transit,EPIC 249889081,76.3,0.64,0.62,,,,,,,,,,,,,,
EPIC 249893012 b,0.027530000000000002,0.174,3.5951,2020.0,Primary Transit,EPIC 249893012,324.7,1.05,1.71,9.0,EPIC 249893012,b,3.5951,0.06,0.027530000000000002,6.39,8.75,K2,0.95 m Kepler Telescope,0.0,345.110424,34.308333000000005,3.99
EPIC 249893012 c,0.04616,0.3274,15.624,2020.0,Primary Transit,EPIC 249893012,324.7,1.05,1.71,9.0,EPIC 249893012,c,15.624,0.07,0.04616,1.62,14.67,K2,0.95 m Kepler Telescope,0.0,345.110424,34.308333000000005,3.99
EPIC 249893012 d,0.03203,0.3515,35.747,2020.0,Primary Transit,EPIC 249893012,324.7,1.05,1.71,9.0,EPIC 249893012,d,35.747,0.15,0.03203,0.91,10.18,K2,0.95 m Kepler Telescope,0.0,345.110424,34.308333000000005,3.99
FL Lyr b,,,4400.0,2015.0,Timing,FL Lyr,138.0,2.2,,,,,,,,,,,,,,,
FU Tau b,15.0,,,2009.0,Imaging,FU Tau,140.0,0.05,,0.001,FU Tau,b,,,16.0,,5085.28,Spitzer Space Telescope,0.85 m Spitzer Space Telescope,0.0,172.115586,-16.960789000000002,
Fomalhaut b,0.20800000000000002,,320000.0,2008.0,Imaging,Fomalhaut,7.704,1.92,1.8419999999999999,0.44,,,,,,,,,,,,,
G 196-3 b,15.0,,,1998.0,Imaging,G 196-3,21.805,0.4,,,,,,,,,,,,,,,
G 9-40 b,0.016,0.18066,5.746007,2019.0,Primary Transit,G 9-40,27.928,0.29,0.3073,9.9,G 9-40,b,5.746007,0.0,,,,K2,0.95 m Kepler Telescope,0.0,206.063389,37.035446,4.93
G204-39 b,29.0,,,2010.0,Imaging,G204-39,13.9908,0.36,,1.0,,,,,,,,,,,,,
GJ 1061 b,,,3.2039999999999997,2019.0,Radial Velocity,GJ 1061,3.6732,0.12,0.156,7.0,GJ 1061,b,3.2039999999999997,0.31,0.0043100000000000005,,1.37,La Silla Observatory,3.6 m ESO Telescope,0.0,251.86972000000003,-52.904764,
GJ 1061 c,,,6.689,2019.0,Radial Velocity,GJ 1061,3.6732,0.12,0.156,7.0,GJ 1061,c,6.689,0.29,0.00547,,1.74,La Silla Observatory,3.6 m ESO Telescope,0.0,251.86972000000003,-52.904764,
GJ 1061 d,,,12.434000000000001,2019.0,Radial Velocity,GJ 1061,3.6732,0.12,0.156,7.0,GJ 1061,d,13.030999999999999,0.53,0.0051600000000000005,,1.64,La Silla Observatory,3.6 m ESO Telescope,0.0,251.86972000000003,-52.904764,
GJ 1132 b,0.005220000000000001,0.1035,1.628931,2015.0,Primary Transit,GJ 1132,12.04,0.18100000000000002,0.207,5.0,GJ 1132,b,1.628931,0.22,0.005220000000000001,6.3,1.66,Cerro Tololo Inter-American Observatory,MEarth-South telescope array,0.0,277.259427,7.760275999999999,
GJ 1132 c,,,8.929,2018.0,Radial Velocity,GJ 1132,12.04,0.18100000000000002,0.207,5.0,GJ 1132,c,8.929,0.27,0.00831,,2.64,La Silla Observatory,3.6 m ESO Telescope,0.0,277.259427,7.760275999999999,
GJ 1214 b,0.020325331000000002,0.23820187,1.580404497,2009.0,Primary Transit,GJ 1214,13.0,0.15,0.21600000000000003,6.0,GJ 1214,b,1.58040456,,0.0197,1.49,6.26125,MEarth Project,0.4 m MEarth Telescope,0.0,26.163966000000002,23.610877,4.94
GJ 1252 b,0.00658,0.10643,0.5182349,2018.0,Primary Transit,GJ 1252,20.38,0.381,0.391,,GJ 1252,b,0.5182349,0.0,0.00658,,2.09,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.0,341.22382200000004,-35.49179,
GJ 1265 b,,,3.6511,2018.0,Radial Velocity,GJ 1265,10.255,0.17800000000000002,0.192,,GJ 1265,b,3.6511,0.04,0.023280000000000002,,7.4,Calar Alto Observatory,3.5 m telescope,0.0,39.079368,-52.509668000000005,5.09
GJ 143 b,0.0714,0.2329,35.61253,2018.0,Primary Transit,GJ 143,16.33,0.76,0.73,3.8,GJ 143,b,35.61253,0.188,0.07142000000000001,7.0,22.7,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.0,279.230346,-45.822520000000004,4.61
GJ 143 c,0.011640000000000001,0.07958,7.78993,2018.0,Primary Transit,GJ 143,16.33,0.76,0.73,3.8,,,,,,,,,,,,,
GJ 15A b,,,11.4407,2014.0,Radial Velocity,GJ 15A,3.5869999999999997,0.375,0.3863,,,,,,,,,,,,,,
GJ 160.2 b,,,9.7471,2014.0,Radial Velocity,GJ 160.2,,0.69,,,GJ 160.2,b,5.2354,0.06,0.03209,,10.2,Multiple Observatories,Multiple Telescopes,0.0,215.868039,-45.25928,
GJ 163 b,,,8.6312,2012.0,Radial Velocity,GJ 163,15.0,0.4,,3.0,GJ 163,b,8.63182,0.073,0.03335,,10.6,La Silla Observatory,3.6 m ESO Telescope,0.0,262.781877,-45.323559,
GJ 163 c,,,25.636999999999997,2012.0,Radial Velocity,GJ 163,15.0,0.4,,3.0,GJ 163,c,25.63058,0.099,0.0214,,6.8,La Silla Observatory,3.6 m ESO Telescope,0.0,262.781877,-45.323559,
GJ 163 d,,,604.0,2013.0,Radial Velocity,GJ 163,15.0,0.4,,3.0,GJ 163,d,603.95116,0.373,0.0925,,29.4,La Silla Observatory,3.6 m ESO Telescope,0.0,262.781877,-45.323559,
GJ 163 e,,,349.0,2019.0,Radial Velocity,GJ 163,15.0,0.4,,3.0,,,,,,,,,,,,,
GJ 163 f,,,109.5,2019.0,Radial Velocity,GJ 163,15.0,0.4,,3.0,,,,,,,,,,,,,
GJ 176 b,,,8.7748,2007.0,Radial Velocity,GJ 176,9.42,0.49,0.53,,,,,,,,,,,,,,
GJ 176 c,,,28.586,2009.0,Radial Velocity,GJ 176,9.42,0.49,0.53,,,,,,,,,,,,,,
GJ 179 b,,,2288.0,2010.0,Radial Velocity,GJ 179,12.3,0.35700000000000004,0.38,,GJ 179,b,2288.0,0.21,0.82,,260.61,W. M. Keck Observatory,10 m Keck I Telescope,0.0,192.22585,-22.862486999999998,4.83
GJ 179 c,,,3.4798,2019.0,Radial Velocity,GJ 179,12.3,0.35700000000000004,0.38,,,,,,,,,,,,,,
GJ 180 b,,,17.132,2014.0,Radial Velocity,GJ 180,,0.43,,,GJ 180,b,17.133,0.07,0.020419999999999997,,6.49,Multiple Observatories,Multiple Telescopes,0.0,216.965706,-33.728041,
GJ 180 c,,,24.329,2014.0,Radial Velocity,GJ 180,,0.43,,,GJ 180,c,24.329,0.09,0.02014,,6.4,Multiple Observatories,Multiple Telescopes,0.0,216.965706,-33.728041,
GJ 180 d,,,106.34100000000001,2020.0,Radial Velocity,GJ 180,,0.43,,,GJ 180,d,106.3,0.14,0.023790000000000002,,7.56,Multiple Facilities,Multiple Telescopes,0.0,216.965706,-33.728041,
GJ 221 e,,,2.3946,2019.0,Radial Velocity,BD-06 1339,20.0,0.7,,4.4,,,,,,,,,,,,,
GJ 229 A b,,,523.242,2014.0,Radial Velocity,GJ 229,5.757000000000001,0.58,,,,,,,,,,,,,,,
GJ 229 A c,,,122.005,2020.0,Radial Velocity,GJ 229,5.757000000000001,0.58,,,GJ 229,c,121.995,0.19,0.022869999999999998,,7.268,Multiple Facilities,Multiple Telescopes,0.0,228.612343,-18.439104999999998,
GJ 229 B,35.0,,52890.0,1995.0,Imaging,GJ 229,5.757000000000001,0.58,,,,,,,,,,,,,,,
GJ 27.1 b,,,15.819,2014.0,Radial Velocity,GJ 27.1,,0.53,,,GJ 27.1,b,15.819,0.08,0.0409,,13.0,Multiple Observatories,Multiple Telescopes,0.0,309.853069,-72.720656,
GJ 273 b,0.00922,,18.64,2017.0,Radial Velocity,GJ 273,3.8,0.29,0.293,,GJ 273,b,18.6498,0.1,0.00909,,2.89,La Silla Observatory,3.6 m ESO Telescope,0.0,212.34460499999997,10.373588999999999,
GJ 273 c,0.00374,,4.7232199999999995,2017.0,Radial Velocity,GJ 273,3.8,0.29,0.293,,GJ 273,c,4.7234,0.17,0.00371,,1.18,La Silla Observatory,3.6 m ESO Telescope,0.0,212.34460499999997,10.373588999999999,
GJ 273 d,0.034480000000000004,,413.9,2019.0,Radial Velocity,GJ 273,3.8,0.29,0.293,,,,,,,,,,,,,,
GJ 273 e,0.0297,,542.0,2019.0,Radial Velocity,GJ 273,3.8,0.29,0.293,,,,,,,,,,,,,,
GJ 3021 b,,,133.71,2000.0,Radial Velocity,GJ 3021,17.62,0.9,0.9,8.77,GJ 3021,b,133.71,0.511,3.37,,1071.04,La Silla Observatory,1.2 m Leonhard Euler Telescope,0.0,304.87133700000004,-37.144007,4.7
GJ 3082 b,,,11.949000000000002,2020.0,Radial Velocity,GJ 3082,16.63,0.47,,,GJ 3082,b,11.949000000000002,0.22,0.0258,,8.2,Multiple Facilities,Multiple Telescopes,0.0,295.464157,-62.849377000000004,
GJ 3138 b,,,5.974,2017.0,Radial Velocity,GJ 3138,,0.6809999999999999,0.5,,GJ 3138,b,1.22003,0.19,0.0056,,1.78,La Silla Observatory,3.6 m ESO Telescope,0.0,185.99566399999998,-69.012079,
GJ 3138 c,,,1.22003,2017.0,Radial Velocity,GJ 3138,,0.6809999999999999,0.5,,GJ 3138,c,5.974,0.11,0.01315,,4.18,La Silla Observatory,3.6 m ESO Telescope,0.0,185.99566399999998,-69.012079,
GJ 3138 d,,,257.8,2017.0,Radial Velocity,GJ 3138,,0.6809999999999999,0.5,,GJ 3138,d,257.8,0.32,0.03304,,10.5,La Silla Observatory,3.6 m ESO Telescope,0.0,185.99566399999998,-69.012079,
GJ 317 b,2.3298,,698.2,2007.0,Radial Velocity,GJ 317,15.1,0.42,,,GJ 317,b,692.0,0.11,2.5,,794.5,W. M. Keck Observatory,10 m Keck I Telescope,0.0,246.79942400000002,11.189983,
GJ 317 c,,,397.7,2007.0,Radial Velocity,GJ 317,15.1,0.42,,,GJ 317,c,5312.0,0.308,1.54,,489.4582,W. M. Keck Observatory,10 m Keck I Telescope,0.0,246.79942400000002,11.189983,
GJ 328 b,,,4100.0,2013.0,Radial Velocity,GJ 328,19.8,0.69,,,GJ 328,b,4100.0,0.37,2.3,,731.0,McDonald Observatory,9.2 m Hobby-Eberly Telescope,0.0,226.70542000000003,28.000745000000002,
GJ 3293 b,,,30.5987,2014.0,Radial Velocity,GJ 3293,17.9,0.42,0.40399999999999997,,GJ 3293,b,30.5987,0.06,0.07406,,23.54,La Silla Observatory,3.6 m ESO Telescope,0.0,223.539019,-41.612063,
GJ 3293 c,,,122.6196,2014.0,Radial Velocity,GJ 3293,17.9,0.42,0.40399999999999997,,GJ 3293,c,122.6196,0.11,0.06636,,21.09,La Silla Observatory,3.6 m ESO Telescope,0.0,223.539019,-41.612063,
GJ 3293 d,,,48.1345,2014.0,Radial Velocity,GJ 3293,17.9,0.42,0.40399999999999997,,GJ 3293,d,48.1345,0.12,0.02391,,7.6,La Silla Observatory,3.6 m ESO Telescope,0.0,223.539019,-41.612063,
GJ 3293 e,,,13.2543,2017.0,Radial Velocity,GJ 3293,17.9,0.42,0.40399999999999997,,GJ 3293,e,13.2543,0.21,0.010320000000000001,,3.28,La Silla Observatory,3.6 m ESO Telescope,0.0,223.539019,-41.612063,
GJ 3323 b,,,5.3636,2017.0,Radial Velocity,GJ 3323,,0.16399999999999998,0.11900000000000001,,GJ 3323,b,5.3636,0.23,0.00636,,2.02,La Silla Observatory,3.6 m ESO Telescope,0.0,206.43053999999998,-27.471237,
GJ 3323 c,,,40.54,2017.0,Radial Velocity,GJ 3323,,0.16399999999999998,0.11900000000000001,,GJ 3323,c,40.54,0.17,0.00727,,2.31,La Silla Observatory,3.6 m ESO Telescope,0.0,206.43053999999998,-27.471237,
GJ 3341 b,,,14.207,2014.0,Radial Velocity,GJ 3341,23.1,0.47,0.349,,GJ 3341,b,14.207,0.31,0.0208,,6.6,La Silla Observatory,3.6 m ESO Telescope,0.0,234.21988399999998,-33.034901,
GJ 3470 b,0.039580000000000004,0.37380742899999997,3.336649,2012.0,Primary Transit,GJ 3470,30.7,0.51,0.48,1.6,GJ 3470,b,3.3366496,,0.04373,0.8,13.9,La Silla Observatory,3.6 m ESO Telescope,0.0,206.23541799999998,21.757602,4.7
GJ 3512 b,,,203.59,2019.0,Radial Velocity,GJ 3512,9.488999999999999,0.12300000000000001,0.139,,GJ 3512,b,203.59,0.4356,0.46299999999999997,,147.15528999999998,Calar Alto Observatory,3.5 m telescope,0.0,157.236843,36.962346000000004,
GJ 357 b,0.006566,0.10411,3.93086,2019.0,Primary Transit,GJ 357,9.443999999999999,0.342,0.337,,GJ 357,b,3.9307199999999995,,0.00579,5.6,1.84,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.0,253.884689,22.083029,4.94
GJ 357 c,,,9.1246,2019.0,Radial Velocity,GJ 357,9.443999999999999,0.342,0.337,,GJ 357,c,9.1247,,0.0107,,3.4,Multiple Observatories,Multiple Telescopes,0.0,253.884689,22.083029,4.94
GJ 357 d,,,55.698,2019.0,Radial Velocity,GJ 357,9.443999999999999,0.342,0.337,,GJ 357,d,55.661,,0.019190000000000002,,6.1,Multiple Observatories,Multiple Telescopes,0.0,253.884689,22.083029,4.94
GJ 3634 b,0.026000000000000002,,2.64561,2011.0,Radial Velocity,GJ 3634,19.8,0.45,0.43,,GJ 3634,b,2.64561,0.08,0.026000000000000002,,8.4,La Silla Observatory,3.6 m ESO Telescope,0.0,276.22340499999996,25.810023,
GJ 3779 b,,,3.0232,2018.0,Radial Velocity,GJ 3779,13.748,0.27,0.281,,GJ 3779,b,3.0232,0.07,0.025169999999999998,,8.0,Calar Alto Observatory,3.5 m telescope,0.0,14.115263,82.427479,5.05
GJ 3942 b,,,6.905,2017.0,Radial Velocity,GJ 3942,16.93,0.63,0.61,,GJ 3942,b,6.905,0.121,0.02246,,7.14,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,0.0,82.2045,45.470077,4.65
GJ 3998 b,,,2.64977,2016.0,Radial Velocity,GJ 3998,17.8,0.5,0.49,,GJ 3998,b,2.64977,0.0,0.00777,,2.47,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,0.0,32.274221000000004,26.150632,4.77
GJ 3998 c,,,13.74,2016.0,Radial Velocity,GJ 3998,17.8,0.5,0.49,,GJ 3998,c,13.74,0.049,0.0197,,6.26,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,0.0,32.274221000000004,26.150632,4.77
GJ 422 b,,,20.129,2014.0,Radial Velocity,GJ 422,12.67,0.35,,,GJ 422,b,20.129,0.11,0.03483,,11.07,Multiple Observatories,Multiple Telescopes,0.0,290.379248,2.9796259999999997,
GJ 4276 b,,,13.35,2018.0,Radial Velocity,GJ 4276,21.35,0.406,0.40700000000000003,6.9,GJ 4276,b,13.352,0.37,0.052129999999999996,,16.57,Calar Alto Observatory,3.5 m telescope,0.0,105.290122,1.644135,4.97
GJ 4276 c,,,6.675,2018.0,Radial Velocity,GJ 4276,21.35,0.406,0.40700000000000003,6.9,,,,,,,,,,,,,
GJ 433 b,,,7.3708,2009.0,Radial Velocity,GJ 433,9.04,0.48,,,GJ 433,b,7.3705,0.04,0.01901,,6.042999999999999,La Silla Observatory,3.6 m ESO Telescope,0.0,284.883981,27.654775,
GJ 433 c,,,4874.0,2012.0,Radial Velocity,GJ 433,9.04,0.48,,,GJ 433,c,5094.105,0.12,0.10201,,32.422,Multiple Observatories,Multiple Telescopes,0.0,284.883981,27.654775,
GJ 433 d,,,36.052,2020.0,Radial Velocity,GJ 433,9.04,0.48,,,GJ 433,d,36.059,0.07,0.01643,,5.223,Multiple Facilities,Multiple Telescopes,0.0,284.883981,27.654775,
GJ 436 b,0.07,0.38,2.64394,2004.0,Primary Transit,GJ 436,10.2,0.452,0.46399999999999997,6.0,GJ 436,b,2.64388312,0.13827,0.07,1.8,22.1,W. M. Keck Observatory,10 m Keck I Telescope,0.0,210.542041,74.568904,4.79
GJ 504 b,4.0,0.96,,2013.0,Imaging,GJ 504,17.56,1.22,,0.16,GJ 504,b,,,4.0,,1271.3,Subaru Telescope,8.2 m Subaru Telescope,0.0,322.79014900000004,71.3124,4.6
GJ 536 b,,,8.7076,2016.0,Radial Velocity,GJ 536,10.03,0.52,0.5,,GJ 536,b,8.7076,0.08,0.01686,,5.36,La Silla Observatory,null 3.6 m ESO Telescope,0.0,335.055454,55.813453,4.75
GJ 570 D,42.5,0.855,,2000.0,Imaging,GJ 570 ABC,5.91,0.802,,,,,,,,,,,,,,,
GJ 581 b,,,5.367999999999999,2005.0,Radial Velocity,GJ 581,6.21,0.31,0.3,8.0,GJ 581,b,5.3686,0.0,0.0497,,15.8,La Silla Observatory,3.6 m ESO Telescope,0.0,354.077543,40.01875,
GJ 581 c,,,12.919,2007.0,Radial Velocity,GJ 581,6.21,0.31,0.3,8.0,GJ 581,c,12.914000000000001,0.0,0.0173,,5.5,La Silla Observatory,3.6 m ESO Telescope,0.0,354.077543,40.01875,
GJ 581 e,,,3.153,2009.0,Radial Velocity,GJ 581,6.21,0.31,0.3,8.0,GJ 581,e,3.1489999999999996,0.0,0.0053,,1.7,La Silla Observatory,3.6 m ESO Telescope,0.0,354.077543,40.01875,
